Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel,Campaign_ID
114,145,2006,2024-08-24,2,87.44,Online,
115,189,2006,2025-01-03,3,47.31,Online,
116,105,2007,2024-02-17,2,45.85,Social,
117,154,2007,2024-04-18,3,39.53,In-Store,
118,169,2007,2024-10-22,3,105.46,In-Store,
119,118,2007,2024-06-01,4,128.58,Online,
120,167,2007,2023-11-19,4,75.91,TV,
121,107,2007,2024-06-22,2,110.76,In-Store,
122,133,2007,2024-07-15,3,129.42,Online,181.0
123,158,2007,2024-02-02,2,132.56,Online,
124,111,2008,2025-01-20,2,78.12,Online,
125,118,2008,2024-02-01,5,128.58,Online,
126,173,2008,2025-10-06,4,100.75,In-Store,
127,160,2008,2025-07-06,5,74.86,Online,199.0
128,169,2008,2025-03-04,1,105.46,TV,
129,106,2008,2023-12-28,3,41.44,Social,
130,191,2008,2023-10-04,5,196.98,In-Store,
131,118,2008,2025-08-21,4,128.58,Online,
132,104,2008,2025-01-09,5,50.25,In-Store,
133,132,2008,2025-07-30,4,146.35,Online,
134,166,2008,2025-01-28,3,151.16,Online,
135,180,2008,2025-05-21,3,97.9,Online,76.0
136,175,2008,2023-10-14,3,285.32,Online,
137,148,2008,2023-09-25,3,47.75,Online,23.0
138,186,2008,2024-08-28,1,29.78,In-Store,115.0
139,122,2008,2025-06-22,1,224.2,Email,
140,147,2008,2024-07-06,2,193.11,Online,107.0
141,165,2008,2024-12-12,4,213.33,In-Store,
142,110,2008,2024-05-28,4,138.19,In-Store,
143,189,2008,2024-09-18,3,47.31,In-Store,
144,103,2009,2024-04-07,2,74.85,Online,
145,186,2009,2024-03-27,3,29.78,Online,14.0
146,180,2009,2024-08-01,4,97.9,Online,
147,183,2009,2024-11-08,1,127.82,Social,
148,160,2009,2025-02-24,3,74.86,Online,
149,193,2009,2024-07-29,4,28.68,Social,
150,171,2009,2025-03-08,1,117.28,In-Store,
151,177,2010,2023-07-14,5,296.45,Online,
152,171,2010,2022-06-07,3,117.28,Online,
153,200,2010,2025-09-20,2,213.63,Online,
154,142,2010,2024-11-21,5,298.93,Online,
155,159,2010,2025-12-11,2,21.52,In-Store,67.0
156,110,2010,2024-08-15,5,138.19,Social,
157,192,2010,2024-06-07,1,22.56,Online,82.0
158,170,2010,2022-10-30,3,124.94,Social,109.0
159,184,2010,2022-05-12,4,120.25,Online,
160,183,2010,2022-11-25,5,127.82,Online,
161,190,2010,2022-11-04,2,121.42,In-Store,151.0
162,140,2010,2024-09-21,4,139.7,Online,
163,121,2010,2023-02-18,2,126.42,Online,
164,188,2010,2023-07-23,2,12.93,In-Store,53.0
165,106,2010,2024-09-22,1,41.44,Social,
166,190,2010,2025-05-17,1,121.42,Email,112.0
167,135,2010,2024-01-15,1,62.14,Online,
168,132,2010,2022-10-15,5,146.35,In-Store,
169,176,2011,2025-06-07,5,98.45,Online,
170,195,2011,2024-06-21,3,109.44,Online,
171,175,2011,2024-11-24,2,285.32,Email,
172,121,2011,2024-02-08,3,126.42,Online,33.0
173,108,2011,2025-06-16,5,127.37,Online,
174,122,2011,2024-09-10,4,224.2,In-Store,
175,114,2011,2024-03-18,3,120.5,Social,
176,124,2011,2025-07-03,1,174.26,In-Store,
177,116,2011,2024-06-23,4,161.44,Online,
178,191,2011,2024-10-27,1,196.98,Online,44.0
179,131,2011,2025-01-17,4,76.52,Email,
180,139,2011,2024-08-25,2,162.16,Online,
181,172,2011,2024-04-03,3,75.03,Social,
182,102,2011,2024-12-11,3,175.2,Social,
183,151,2011,2025-03-08,4,170.44,Email,
184,132,2011,2024-12-27,1,146.35,Social,
185,121,2011,2025-03-23,4,126.42,In-Store,
186,170,2011,2025-11-15,1,124.94,In-Store,
187,109,2011,2024-04-27,2,69.39,Online,
188,177,2011,2024-08-29,1,296.45,Online,
189,129,2011,2025-10-21,2,269.37,Social,
190,187,2011,2024-09-13,2,95.73,Online,
191,193,2011,2024-09-21,2,28.68,Online,
192,119,2011,2024-11-27,5,193.28,Online,
193,160,2012,2024-10-30,2,74.86,Email,
194,153,2012,2025-02-28,2,44.91,Online,
195,170,2012,2025-01-14,1,124.94,Online,63.0
196,190,2012,2024-10-14,3,121.42,Online,
197,111,2012,2024-10-24,2,78.12,Email,
198,170,2012,2025-03-25,4,124.94,In-Store,
199,193,2012,2025-03-12,4,28.68,Online,
200,121,2012,2024-12-20,2,126.42,Email,
201,162,2012,2025-04-01,3,23.29,Online,123.0
202,162,2012,2024-11-19,2,23.29,Online,
203,113,2012,2025-02-15,2,122.3,TV,
204,155,2012,2024-12-16,2,71.21,Online,
205,193,2012,2025-03-20,2,28.68,Online,
206,133,2012,2024-10-21,2,129.42,In-Store,
207,143,2012,2024-09-25,3,18.47,In-Store,
208,143,2012,2025-01-16,1,18.47,Online,63.0
209,135,2012,2025-04-29,3,62.14,TV,
210,136,2012,2024-10-26,2,134.23,In-Store,
211,129,2013,2023-11-29,5,269.37,Online,105.0
212,188,2013,2023-10-16,3,12.93,TV,
213,148,2013,2025-10-30,1,47.75,Online,
214,113,2013,2024-08-11,4,122.3,In-Store,115.0
215,185,2013,2025-08-11,2,143.79,Online,
216,146,2013,2024-05-17,2,28.76,Online,
217,129,2013,2024-11-25,1,269.37,Online,
218,106,2013,2025-04-10,3,41.44,In-Store,
219,194,2013,2024-01-23,3,70.1,In-Store,
220,193,2013,2023-12-15,4,28.68,Social,153.0
221,142,2013,2025-03-25,2,298.93,In-Store,
222,158,2013,2024-12-10,2,132.56,Online,
223,110,2013,2025-02-10,4,138.19,Online,
224,139,2013,2025-04-01,3,162.16,TV,
225,190,2013,2025-01-15,2,121.42,Online,63.0
226,102,2013,2024-01-25,2,175.2,In-Store,
227,130,2013,2025-08-19,5,117.61,Online,
228,141,2013,2022-07-01,5,75.02,Online,
229,136,2013,2023-11-09,1,134.23,Social,
230,129,2013,2023-02-27,5,269.37,Email,28.0
231,124,2013,2024-04-15,1,174.26,Online,
232,135,2014,2023-09-24,3,62.14,In-Store,
233,134,2014,2023-08-25,1,113.57,In-Store,
234,108,2014,2023-09-04,3,127.37,Email,
235,137,2014,2024-09-05,2,90.95,Online,
236,137,2014,2024-08-10,3,90.95,Online,
237,178,2014,2023-09-23,1,58.92,Online,
238,158,2014,2023-11-30,1,132.56,Online,105.0
239,180,2014,2025-02-02,4,97.9,Online,
240,154,2014,2023-12-24,2,39.53,Online,31.0
241,183,2015,2025-10-21,3,127.82,Online,113.0
242,102,2015,2023-11-17,5,175.2,Online,
243,131,2015,2024-03-13,4,76.52,Online,
244,166,2015,2023-08-23,4,151.16,Online,147.0
245,156,2015,2024-03-15,4,13.54,In-Store,
246,191,2015,2025-01-06,4,196.98,In-Store,
247,142,2015,2023-01-03,5,298.93,In-Store,
248,154,2015,2023-10-08,1,39.53,Email,
249,173,2015,2022-12-21,3,100.75,Social,
250,110,2015,2023-10-18,5,138.19,Online,
251,134,2015,2022-09-28,4,113.57,Online,
252,143,2015,2025-04-29,3,18.47,Online,
253,151,2015,2024-12-17,4,170.44,Online,
254,136,2015,2024-05-04,4,134.23,Social,189.0
255,191,2015,2025-06-06,4,196.98,In-Store,
256,147,2015,2023-03-10,1,193.11,In-Store,
257,113,2015,2025-11-30,5,122.3,Online,
258,116,2015,2022-03-19,4,161.44,Online,
259,143,2015,2025-10-29,5,18.47,In-Store,160.0
260,134,2015,2025-08-06,4,113.57,Social,5.0
261,140,2015,2022-11-23,1,139.7,Social,
262,140,2015,2023-03-12,2,139.7,Online,
263,138,2015,2023-06-30,5,115.15,Online,
264,140,2015,2024-09-26,4,139.7,Online,
265,168,2015,2022-12-29,4,151.07,TV,
266,191,2015,2024-08-28,2,196.98,Online,
267,146,2016,2024-06-30,2,28.76,Online,
268,186,2016,2024-05-17,3,29.78,Online,
269,163,2016,2024-09-11,2,115.65,In-Store,
270,140,2017,2024-12-19,4,139.7,Online,
271,135,2017,2025-11-13,4,62.14,Online,
272,139,2017,2024-03-16,3,162.16,In-Store,
273,140,2017,2025-12-20,4,139.7,Online,
274,116,2017,2025-12-18,4,161.44,Online,
275,165,2017,2024-09-09,4,213.33,Online,
276,122,2017,2025-02-07,4,224.2,Online,71.0
277,130,2017,2025-03-31,3,117.61,In-Store,
278,121,2017,2024-08-09,3,126.42,In-Store,159.0
279,183,2017,2025-07-04,2,127.82,Online,199.0
280,163,2017,2025-04-26,4,115.65,Online,
281,143,2017,2024-04-14,3,18.47,Social,
282,177,2017,2024-08-06,5,296.45,Online,
283,127,2017,2025-05-11,2,184.65,Online,41.0
284,190,2017,2024-11-16,3,121.42,In-Store,
285,127,2017,2025-09-18,2,184.65,Social,
286,118,2017,2025-11-05,1,128.58,Email,155.0
287,179,2017,2025-06-08,1,69.62,TV,
288,136,2017,2025-11-11,1,134.23,Social,
289,161,2017,2024-06-12,1,233.25,Social,
290,121,2017,2024-08-04,4,126.42,In-Store,159.0
291,127,2017,2024-06-06,3,184.65,Online,82.0
292,149,2017,2024-09-19,4,64.92,In-Store,101.0
293,159,2018,2022-06-01,2,21.52,Online,
294,146,2018,2023-08-06,1,28.76,Online,
295,108,2018,2023-09-21,2,127.37,Online,
296,163,2018,2022-06-28,1,115.65,In-Store,
297,112,2018,2022-12-21,1,58.11,Online,69.0
298,162,2018,2022-04-14,2,23.29,Social,
299,152,2018,2022-04-17,3,72.34,In-Store,
300,103,2018,2023-11-09,1,74.85,Online,
301,135,2019,2024-09-04,1,62.14,Online,
302,183,2019,2025-05-23,1,127.82,Online,76.0
303,189,2019,2025-10-24,5,47.31,Online,
304,163,2019,2025-03-24,5,115.65,TV,61.0
305,151,2019,2025-09-17,5,170.44,Social,
306,112,2019,2024-02-09,1,58.11,Social,
307,123,2019,2024-12-09,4,28.54,Online,
308,155,2019,2024-10-02,5,71.21,In-Store,
309,104,2019,2025-09-18,4,50.25,In-Store,
310,121,2019,2023-06-19,3,126.42,Online,
311,127,2019,2025-09-10,5,184.65,Online,
312,200,2019,2024-10-10,3,213.63,In-Store,75.0
313,144,2019,2023-04-22,5,22.73,In-Store,47.0
314,198,2019,2025-05-25,4,167.93,TV,80.0
315,132,2019,2023-05-25,3,146.35,In-Store,
316,112,2019,2023-05-12,1,58.11,Online,
317,173,2019,2023-03-30,2,100.75,Social,
318,111,2019,2024-10-24,5,78.12,Social,
319,108,2019,2024-01-25,5,127.37,In-Store,
320,181,2019,2024-09-07,1,231.25,Online,
321,135,2019,2025-07-14,4,62.14,Online,
322,112,2019,2025-07-20,1,58.11,Online,
323,147,2019,2024-07-24,1,193.11,Online,
324,187,2019,2024-11-16,4,95.73,Social,
325,112,2019,2025-01-04,4,58.11,In-Store,
326,126,2019,2025-04-12,2,62.9,Online,123.0
327,156,2019,2025-03-22,5,13.54,Social,144.0
328,188,2019,2023-10-28,1,12.93,In-Store,
329,132,2019,2024-04-06,1,146.35,In-Store,
330,106,2020,2023-08-29,3,41.44,Online,
331,123,2020,2024-03-09,1,28.54,Online,
332,171,2020,2023-07-17,2,117.28,Online,
333,136,2020,2023-12-29,1,134.23,Online,
334,125,2020,2023-07-06,1,25.35,Email,36.0
335,149,2021,2024-10-29,2,64.92,Social,
336,148,2021,2024-11-15,1,47.75,Online,194.0
337,104,2021,2025-06-03,1,50.25,Online,
338,130,2021,2024-12-05,4,117.61,Email,
339,153,2021,2024-10-23,4,44.91,Social,
340,130,2021,2024-10-31,2,117.61,In-Store,
341,190,2021,2025-01-01,4,121.42,In-Store,
342,131,2021,2025-02-10,2,76.52,Social,
343,169,2022,2025-10-05,4,105.46,Online,198.0
344,132,2022,2025-08-02,4,146.35,In-Store,
345,151,2022,2025-01-22,5,170.44,In-Store,
346,110,2022,2025-04-06,1,138.19,In-Store,106.0
347,153,2022,2025-09-11,1,44.91,TV,
348,113,2022,2025-11-18,1,122.3,Online,
349,106,2022,2025-01-30,3,41.44,In-Store,196.0
350,110,2022,2025-10-26,5,138.19,Online,
351,117,2022,2025-09-05,5,214.01,Online,
352,119,2022,2024-11-10,2,193.28,Online,
353,125,2022,2025-04-10,1,25.35,Online,25.0
354,102,2022,2025-01-24,2,175.2,Online,63.0
355,142,2022,2025-04-05,2,298.93,Online,
356,175,2022,2025-01-30,1,285.32,Online,
357,153,2022,2025-01-10,3,44.91,Online,
358,132,2022,2024-12-30,2,146.35,In-Store,
359,136,2022,2025-07-09,5,134.23,Online,
360,132,2022,2024-11-30,5,146.35,Online,
361,107,2022,2025-05-26,1,110.76,Online,
362,108,2022,2025-10-10,5,127.37,In-Store,
363,174,2022,2025-08-16,1,89.89,Social,
364,144,2023,2024-11-10,2,22.73,In-Store,
365,192,2023,2025-04-03,5,22.56,Online,25.0
366,122,2023,2025-04-24,5,224.2,Online,
367,127,2023,2024-08-30,4,184.65,Online,
368,114,2023,2025-08-13,3,120.5,Social,
369,156,2023,2025-11-03,1,13.54,Online,
370,175,2023,2024-10-04,4,285.32,In-Store,
371,170,2023,2025-09-05,3,124.94,Social,
372,136,2023,2025-05-15,3,134.23,Social,
373,151,2023,2025-07-21,4,170.44,Online,
374,151,2023,2025-02-10,4,170.44,TV,
375,161,2023,2025-12-10,1,233.25,In-Store,67.0
376,177,2023,2024-09-03,4,296.45,In-Store,
377,132,2023,2025-05-07,5,146.35,Online,
378,121,2023,2025-07-29,1,126.42,Social,
379,105,2023,2025-04-14,3,45.85,TV,84.0
380,188,2023,2025-07-03,2,12.93,Social,
381,190,2023,2024-09-03,3,121.42,Email,66.0
382,101,2023,2024-12-21,3,116.4,In-Store,
383,181,2023,2024-12-06,5,231.25,In-Store,
384,190,2023,2024-12-21,4,121.42,TV,
385,112,2023,2025-05-09,5,58.11,Online,41.0
386,144,2023,2025-10-24,1,22.73,Social,
387,132,2023,2025-05-09,2,146.35,In-Store,
388,194,2023,2025-08-14,2,70.1,Online,142.0
389,184,2024,2024-07-22,3,120.25,Email,
390,162,2024,2023-11-03,3,23.29,Online,
391,167,2024,2023-09-27,3,75.91,In-Store,
392,163,2024,2024-01-03,1,115.65,Email,
393,144,2024,2024-06-29,1,22.73,Social,
394,193,2024,2024-02-02,4,28.68,Online,
395,194,2024,2023-10-12,4,70.1,Online,
396,181,2025,2025-05-12,3,231.25,Email,
397,198,2025,2024-03-23,2,167.93,Online,
398,151,2025,2025-08-09,2,170.44,TV,
399,163,2025,2023-07-20,2,115.65,Online,
400,139,2025,2025-02-04,1,162.16,Online,
401,106,2025,2024-12-31,3,41.44,Social,157.0
402,142,2025,2024-08-31,3,298.93,Social,
403,139,2025,2024-10-18,1,162.16,In-Store,
404,177,2025,2025-06-25,4,296.45,In-Store,184.0
405,167,2025,2023-07-06,4,75.91,Online,
406,111,2025,2023-07-10,1,78.12,Email,
407,145,2025,2024-03-08,4,87.44,Online,
408,108,2025,2024-11-27,4,127.37,Online,
409,121,2026,2025-12-12,5,126.42,Online,
410,122,2026,2025-10-02,5,224.2,In-Store,
411,113,2026,2025-06-01,4,122.3,Online,
412,124,2026,2023-10-29,5,174.26,In-Store,
413,117,2026,2025-11-17,5,214.01,Online,
414,125,2026,2024-07-08,5,25.35,Online,107.0
415,198,2026,2025-10-04,2,167.93,Online,198.0
416,128,2026,2025-05-08,3,69.61,In-Store,
417,147,2026,2023-12-07,3,193.11,In-Store,
418,116,2026,2023-07-19,2,161.44,Online,
419,170,2026,2025-11-12,1,124.94,Online,
420,122,2026,2024-02-01,2,224.2,In-Store,116.0
421,143,2026,2025-05-24,4,18.47,In-Store,
422,178,2026,2025-02-22,3,58.92,In-Store,195.0
423,158,2026,2023-12-24,1,132.56,Online,
424,158,2026,2025-04-25,2,132.56,Online,
425,181,2026,2024-11-14,3,231.25,Social,
426,117,2026,2024-08-23,1,214.01,Online,
427,169,2026,2023-08-10,2,105.46,Online,
428,184,2026,2025-03-01,3,120.25,Online,
429,139,2026,2024-01-29,2,162.16,Social,
430,151,2026,2024-06-22,2,170.44,Online,107.0
431,196,2026,2025-11-20,1,162.21,Online,
432,122,2026,2024-08-02,1,224.2,Online,
433,184,2027,2024-12-01,2,120.25,Email,
434,187,2027,2025-04-11,1,95.73,Online,
435,175,2027,2023-07-30,2,285.32,Online,
436,170,2027,2024-08-17,2,124.94,Email,
437,135,2027,2023-11-27,3,62.14,In-Store,
438,132,2027,2023-02-22,3,146.35,Social,
439,120,2027,2025-08-02,1,186.86,In-Store,
440,117,2027,2023-03-17,4,214.01,In-Store,
441,175,2027,2025-09-12,5,285.32,Online,
442,162,2027,2024-12-09,4,23.29,In-Store,29.0
443,148,2027,2024-05-07,5,47.75,In-Store,
444,146,2027,2023-12-25,2,28.76,Online,31.0
445,183,2027,2024-12-16,3,127.82,Online,
446,122,2027,2023-04-26,5,224.2,Online,
447,125,2027,2025-06-14,3,25.35,Online,
448,182,2027,2025-02-19,4,73.37,Online,71.0
449,188,2027,2023-11-07,3,12.93,In-Store,
450,152,2028,2025-07-24,5,72.34,In-Store,
451,181,2028,2025-10-18,1,231.25,Online,113.0
452,161,2028,2023-10-06,3,233.25,Online,
453,187,2028,2025-05-09,3,95.73,Online,
454,191,2028,2023-08-03,5,196.98,Email,
455,200,2028,2024-01-15,3,213.63,In-Store,116.0
456,102,2028,2024-05-03,1,175.2,Online,
457,119,2028,2025-05-02,4,193.28,Online,
458,141,2028,2023-10-15,5,75.02,In-Store,
459,181,2028,2024-07-06,4,231.25,Online,107.0
460,170,2028,2025-07-28,4,124.94,Online,142.0
461,118,2028,2024-10-06,2,128.58,In-Store,101.0
462,198,2028,2025-11-04,4,167.93,Social,
463,191,2028,2024-02-25,4,196.98,In-Store,
464,172,2028,2025-05-20,3,75.03,Online,41.0
465,191,2028,2025-05-27,2,196.98,Online,
466,128,2028,2024-02-16,5,69.61,Email,
467,199,2028,2024-04-18,2,105.38,Email,27.0
468,119,2028,2024-04-13,1,193.28,Online,
469,188,2028,2024-12-28,1,12.93,Online,
470,197,2028,2023-09-12,5,270.16,Online,
471,161,2029,2025-12-18,2,233.25,Online,
472,178,2029,2024-09-16,3,58.92,Online,
473,166,2029,2025-10-26,4,151.16,Online,113.0
474,183,2029,2025-05-13,1,127.82,Online,
475,108,2029,2024-11-25,2,127.37,Online,
476,146,2029,2025-07-18,5,28.76,In-Store,
477,191,2029,2024-11-23,4,196.98,Online,
478,122,2029,2024-10-24,4,224.2,In-Store,138.0
479,155,2029,2025-01-27,4,71.21,Online,
480,127,2029,2025-08-24,4,184.65,Online,
481,120,2029,2025-09-21,5,186.86,Social,
482,161,2029,2025-03-12,5,233.25,In-Store,89.0
483,136,2029,2025-11-21,5,134.23,Online,
484,129,2029,2024-09-03,2,269.37,Online,
485,162,2029,2025-01-08,1,23.29,In-Store,
486,141,2029,2024-12-01,4,75.02,TV,
487,185,2029,2025-02-16,1,143.79,Online,
488,154,2030,2023-03-22,1,39.53,Online,
489,193,2030,2022-09-04,2,28.68,Online,
490,136,2030,2022-06-08,3,134.23,In-Store,174.0
491,188,2030,2022-09-05,3,12.93,Online,100.0
492,186,2030,2022-08-27,1,29.78,Online,100.0
493,145,2031,2022-08-03,2,87.44,In-Store,10.0
494,194,2031,2023-06-17,2,70.1,Online,
495,136,2031,2022-04-24,1,134.23,In-Store,
496,160,2031,2022-10-30,2,74.86,Social,
497,135,2031,2023-01-16,1,62.14,Social,
498,103,2031,2023-05-05,1,74.85,Online,
499,130,2031,2022-04-23,2,117.61,Online,
500,191,2032,2024-01-01,3,196.98,Online,
501,150,2032,2025-09-27,2,66.48,Online,
502,196,2032,2025-01-06,1,162.21,Online,63.0
503,145,2032,2023-05-20,1,87.44,In-Store,
504,140,2032,2025-11-03,2,139.7,Online,
505,186,2032,2023-04-25,3,29.78,Social,
506,196,2032,2023-05-31,1,162.21,In-Store,
507,163,2032,2023-09-15,1,115.65,Online,
508,198,2032,2024-02-25,2,167.93,In-Store,
509,140,2032,2024-05-05,1,139.7,Online,
510,102,2032,2024-02-22,4,175.2,In-Store,
511,120,2032,2023-10-31,1,186.86,In-Store,
512,179,2032,2024-12-25,1,69.62,Social,157.0
513,146,2032,2025-05-21,1,28.76,In-Store,
514,159,2032,2025-10-27,2,21.52,Online,113.0
515,174,2033,2025-09-13,2,89.89,Online,
516,175,2033,2023-12-12,4,285.32,Online,31.0
517,174,2033,2025-06-11,5,89.89,In-Store,
518,197,2033,2025-06-16,1,270.16,Online,
519,139,2033,2022-11-10,4,162.16,In-Store,
520,119,2033,2022-07-01,4,193.28,Online,
521,126,2033,2023-04-23,2,62.9,Email,
522,182,2033,2024-08-25,3,73.37,Online,
523,146,2033,2022-05-21,4,28.76,In-Store,121.0
524,133,2033,2022-04-18,3,129.42,Online,
525,141,2033,2022-06-19,2,75.02,Social,
526,193,2033,2023-05-30,4,28.68,Online,171.0
527,157,2033,2025-09-10,4,140.43,Online,
528,103,2033,2025-09-20,2,74.85,Online,
529,152,2033,2025-03-29,2,72.34,Online,123.0
530,108,2033,2024-10-12,2,127.37,Online,
531,129,2033,2023-07-23,5,269.37,Online,
532,111,2033,2023-09-08,4,78.12,Online,
533,193,2034,2023-08-10,1,28.68,Online,
534,123,2034,2023-09-28,3,28.54,In-Store,
535,194,2034,2024-01-06,2,70.1,Online,
536,157,2035,2023-11-01,2,140.43,In-Store,
537,117,2035,2024-04-14,4,214.01,Online,
538,168,2035,2024-11-05,2,151.07,In-Store,138.0
539,197,2035,2023-03-20,5,270.16,In-Store,
540,107,2035,2024-06-02,4,110.76,TV,
541,200,2035,2024-11-23,5,213.63,Online,
542,148,2035,2022-11-06,5,47.75,Online,
543,192,2035,2023-08-01,3,22.56,Online,
544,158,2035,2024-03-20,4,132.56,Email,
545,147,2035,2023-07-06,3,193.11,In-Store,
546,125,2035,2025-11-19,3,25.35,In-Store,
547,120,2035,2022-12-23,5,186.86,In-Store,
548,117,2035,2023-01-21,1,214.01,In-Store,
549,145,2035,2024-05-19,1,87.44,Online,
550,196,2035,2024-07-10,4,162.21,Online,107.0
551,158,2035,2025-02-20,4,132.56,In-Store,
