Campaign_ID,Channel,Start_Date,End_Date,Budget,Impressions,Clicks,Conversions
41,Email,2025-10-27,2025-11-14,7805.24,202775,14927,2822
42,Email,2022-10-30,2022-11-22,3364.57,271004,11770,1923
43,TV,2025-01-23,2025-02-21,2586.58,434812,13326,849
44,TV,2023-08-16,2023-08-29,1180.58,313223,22358,766
45,In-Store,2024-10-30,2024-11-22,3858.15,243266,14407,1664
46,TV,2024-12-20,2024-12-27,6949.1,306676,12453,652
47,TV,2023-05-12,2023-06-07,4734.13,114111,1265,219
48,TV,2025-05-18,2025-06-11,4605.57,199459,13324,1677
49,Email,2023-08-22,2023-09-10,7680.79,342942,24782,574
50,Email,2023-08-22,2023-09-08,8756.51,92504,6497,923
51,TV,2025-08-04,2025-08-25,533.67,119680,11022,1108
52,TV,2025-08-01,2025-08-24,4748.89,282843,14334,1133
53,In-Store,2025-02-04,2025-02-12,6813.04,28117,1510,271
54,Email,2022-04-04,2022-04-19,4303.7,478826,30016,854
55,TV,2023-08-12,2023-08-25,6019.63,341762,15687,1047
56,Social,2023-05-30,2023-06-21,9958.31,109689,7157,196
57,In-Store,2025-07-12,2025-07-27,8334.59,418439,14311,2043
58,Online,2025-07-25,2025-08-04,5954.49,52313,4802,660
59,In-Store,2022-09-05,2022-09-14,2218.31,407038,11245,1029
60,Social,2025-06-04,2025-07-02,9718.78,47756,3636,477
61,Email,2022-09-14,2022-10-04,1284.27,344821,27549,2496
62,Social,2023-07-17,2023-08-08,1129.67,25304,1366,168
63,Online,2023-01-10,2023-01-31,3745.69,202240,4482,655
64,In-Store,2025-01-18,2025-02-01,1510.77,368975,33612,5281
65,TV,2022-01-24,2022-02-20,549.07,396143,17732,2383
66,Online,2023-03-30,2023-04-11,1360.5,93014,9210,1734
67,Social,2024-10-05,2024-10-21,1159.92,397105,17665,1553
68,In-Store,2023-03-08,2023-03-16,5723.48,22688,1866,87
69,Email,2022-07-17,2022-08-05,5161.99,121285,2639,523
70,Online,2023-06-01,2023-06-16,5004.86,29994,1327,215
71,TV,2024-05-30,2024-06-20,9614.22,134202,7277,739
72,Email,2025-06-20,2025-07-02,1187.8,74093,4364,118
73,TV,2022-11-26,2022-12-22,741.53,356398,11814,1556
74,Email,2022-04-06,2022-05-06,1494.96,59823,3053,464
75,Social,2023-07-10,2023-07-31,6558.32,365470,17751,1412
76,In-Store,2024-07-19,2024-08-06,4773.68,21161,1899,313
77,Social,2024-03-27,2024-04-23,4881.1,391802,15208,1916
78,TV,2024-09-28,2024-10-24,9783.07,446971,43603,7294
79,TV,2025-06-21,2025-07-16,8464.61,124003,9524,1804
80,Online,2023-08-02,2023-08-26,7304.2,220876,8460,499
81,In-Store,2025-01-06,2025-01-13,3245.62,450092,13169,890
82,Online,2022-02-20,2022-03-07,6312.76,295511,7585,1226
83,Email,2022-01-05,2022-01-12,1962.19,413310,21564,1741
84,Online,2023-12-13,2023-12-26,8218.17,416752,27274,4497
85,In-Store,2024-05-19,2024-06-01,5525.53,189043,3262,341
86,Online,2025-07-23,2025-08-05,1000.63,451810,37422,4163
87,TV,2024-08-30,2024-09-11,9827.54,128030,9175,1612
88,Online,2022-04-19,2022-05-19,9221.23,300135,28209,4844
89,In-Store,2025-01-01,2025-01-30,5397.47,235044,20977,718
90,Email,2024-01-23,2024-02-15,696.63,169670,12417,766
91,Online,2023-10-15,2023-11-12,8374.85,253492,23583,1010
92,TV,2022-10-01,2022-10-22,1516.67,222163,12549,252
93,Social,2022-07-14,2022-08-11,8784.73,227877,20742,4051
94,Email,2022-09-21,2022-09-30,3671.35,498694,23757,1338
95,Email,2022-08-23,2022-09-01,618.7,410990,4352,396
96,Online,2024-12-13,2025-01-09,4614.87,229773,22813,3870
97,Email,2023-08-19,2023-09-10,8920.54,193457,17166,2938
98,Social,2025-01-29,2025-02-23,3688.99,343340,17852,3496
99,TV,2022-12-20,2023-01-06,4863.98,495167,21878,2733
100,TV,2025-08-03,2025-09-01,5167.47,262908,21824,1305
101,In-Store,2024-02-05,2024-02-14,4186.28,482127,21559,1302
102,Social,2025-09-30,2025-10-27,2866.97,261879,20050,509
103,Online,2025-10-17,2025-11-16,661.2,332455,13884,1893
104,Online,2025-10-22,2025-11-12,8062.21,435049,7352,999
105,In-Store,2025-06-25,2025-07-21,9486.82,391888,27459,4193
106,TV,2023-04-03,2023-04-11,6679.75,265676,24436,1152
107,Social,2024-05-07,2024-05-16,7169.17,199476,13460,1825
108,Social,2025-11-07,2025-12-05,6474.96,130553,4009,641
109,Online,2022-07-07,2022-07-26,1694.2,406761,40239,6717
110,Email,2024-06-08,2024-06-20,5701.65,410526,22906,1781
111,TV,2024-03-25,2024-04-02,6785.57,425010,39003,967
112,In-Store,2024-12-31,2025-01-08,3837.91,53960,3642,214
113,TV,2023-07-16,2023-08-10,2445.91,140903,5488,630
114,Social,2024-10-18,2024-11-08,6347.64,491893,38441,7142
115,Email,2024-09-24,2024-10-05,3300.54,377673,12634,1853
116,Online,2024-03-04,2024-03-15,1396.21,291427,15786,1140
117,In-Store,2025-06-18,2025-07-08,3217.47,168031,3653,494
118,In-Store,2024-03-11,2024-04-03,2744.44,168248,9594,233
119,Online,2025-04-10,2025-04-27,1490.36,362330,9127,1348
120,Email,2025-02-13,2025-03-01,3810.27,285887,23175,2038
121,Online,2024-09-03,2024-09-16,2620.83,461700,43039,3476
122,Email,2022-09-25,2022-10-23,7801.2,451126,27264,2827
123,Social,2023-04-02,2023-04-17,566.69,428098,8298,826
124,Social,2023-06-20,2023-07-11,4540.59,384879,10156,1609
125,Email,2024-04-01,2024-04-27,4310.59,428526,17053,2681
126,Social,2025-04-28,2025-05-10,1132.04,204357,3370,130
127,Email,2025-11-09,2025-12-07,1864.04,300127,11025,737
128,Email,2022-03-01,2022-03-30,6448.71,181489,1930,46
129,Email,2023-06-17,2023-07-15,3658.99,286061,27447,2943
130,In-Store,2023-10-02,2023-10-26,4866.47,166299,3384,400
131,In-Store,2022-09-01,2022-09-13,4833.3,34359,1875,298
132,In-Store,2023-12-19,2024-01-14,3218.43,102516,6904,1223
133,TV,2023-06-09,2023-06-27,1704.58,443119,42456,6633
134,In-Store,2022-09-01,2022-09-20,8790.19,357791,9663,827
135,Online,2023-09-26,2023-10-06,5128.43,377089,31930,2428
136,Online,2023-06-21,2023-07-01,1480.41,411412,25541,1012
137,Online,2023-08-23,2023-09-20,7870.82,463177,13902,1881
138,Social,2025-07-12,2025-07-24,8368.99,275522,23072,1438
139,In-Store,2024-11-30,2024-12-15,3176.44,479322,35423,5007
140,Online,2024-07-28,2024-08-19,1198.12,474856,23657,2558
141,Online,2023-10-21,2023-11-09,6648.16,187261,5152,876
142,Social,2025-04-24,2025-05-04,6970.91,157736,5430,665
143,TV,2022-01-29,2022-02-21,518.92,110820,1395,229
144,Social,2025-05-03,2025-06-02,2019.75,306838,20610,3610
145,Online,2022-07-18,2022-08-13,6368.33,213980,8413,1302
146,Email,2022-11-13,2022-12-12,5867.93,253575,12138,946
147,In-Store,2025-08-03,2025-08-20,5773.42,77892,4457,834
148,Online,2025-01-31,2025-02-19,3542.34,103543,10267,286
149,TV,2025-02-09,2025-02-16,3968.03,295081,3633,640
150,In-Store,2025-02-03,2025-02-26,628.33,376479,12148,243
151,In-Store,2024-07-23,2024-08-16,1960.88,218296,19182,2925
152,Email,2025-09-04,2025-10-01,1968.55,486237,37935,2060
153,TV,2022-05-25,2022-06-02,9857.94,294370,4600,724
154,Email,2022-12-15,2022-12-27,2448.15,380988,24051,2119
155,Online,2022-12-09,2022-12-19,3979.64,46225,1911,374
156,In-Store,2025-03-30,2025-04-23,1065.34,11367,971,138
157,TV,2024-07-19,2024-08-18,1773.86,357683,8941,1500
158,In-Store,2023-09-24,2023-10-05,6790.94,224381,6619,773
159,TV,2023-09-20,2023-10-15,2091.19,472435,21325,2573
160,Online,2024-09-25,2024-10-22,6722.58,332838,13028,1688
161,Social,2025-06-02,2025-06-13,7826.86,401367,12311,777
162,In-Store,2024-12-10,2025-01-02,3810.16,453145,43942,7935
163,Email,2023-06-22,2023-07-11,6720.55,349549,19717,2555
164,Email,2022-06-17,2022-07-15,6198.77,193576,7531,1384
165,Social,2024-01-19,2024-02-01,676.23,343575,8061,755
166,TV,2025-04-13,2025-05-09,6857.81,39936,3924,696
167,Online,2023-09-02,2023-09-11,4571.66,306905,12121,1679
168,Online,2023-01-19,2023-02-09,6160.09,490478,27330,3902
169,TV,2023-07-17,2023-08-03,8582.69,493465,28979,4802
170,TV,2025-06-15,2025-06-25,4995.46,94796,5327,429
171,Online,2023-09-09,2023-10-03,7517.43,151793,9535,264
172,Email,2025-03-26,2025-04-07,4498.44,299735,27581,3117
173,In-Store,2023-12-11,2024-01-10,5630.63,21596,2120,230
174,Online,2022-02-13,2022-02-21,5795.75,357080,4294,438
175,Social,2022-06-14,2022-07-09,9082.7,159539,14002,2710
176,Social,2024-07-03,2024-07-20,7013.32,354769,32527,1404
177,TV,2025-11-29,2025-12-17,8795.81,231075,12713,1861
178,TV,2023-07-04,2023-07-24,8270.54,392163,4389,169
179,In-Store,2022-08-16,2022-08-27,7913.77,209323,18241,1261
180,Online,2023-08-24,2023-09-19,6632.46,368386,13147,1407
181,Email,2022-01-10,2022-01-21,9744.39,190855,3902,564
182,Online,2025-08-25,2025-09-15,9089.4,171619,12441,1998
183,Social,2025-06-26,2025-07-14,8183.78,258008,18581,3373
184,Online,2024-12-26,2025-01-17,5101.78,250165,11200,2144
185,Online,2025-11-06,2025-11-30,2519.94,240408,5260,613
186,Email,2025-06-19,2025-06-29,8657.22,363538,5493,817
187,TV,2023-05-27,2023-06-11,6588.97,171163,11378,1609
188,In-Store,2022-01-30,2022-02-14,8949.08,80576,1136,54
189,In-Store,2022-02-01,2022-02-18,7919.36,305526,16164,1324
190,TV,2023-03-16,2023-04-05,9930.23,416130,28597,1535
191,In-Store,2024-09-10,2024-09-29,3770.11,245575,10410,877
192,Social,2023-11-11,2023-12-04,4429.4,179750,17016,3025
193,TV,2022-02-20,2022-03-22,9586.65,409614,18271,3607
194,Email,2024-09-03,2024-09-26,2094.14,220164,8341,1627
195,Email,2022-08-17,2022-08-31,927.14,38180,985,82
196,TV,2025-08-05,2025-08-20,3735.43,140718,4429,443
197,Social,2023-12-17,2023-12-28,6057.17,343150,22785,2542
198,Online,2024-07-21,2024-07-28,3223.12,72005,5187,394
199,Email,2023-11-05,2023-12-03,7579.3,121153,9554,1020
200,Email,2025-05-20,2025-06-06,6663.22,457086,7272,282
