Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel,Revenue
309,163,2185,2025-10-06,3,186.58,Online,186.58
310,119,2903,2024-05-26,5,212.28,In-Store,212.28
311,151,2182,2024-07-19,2,108.66,Online,108.66
312,123,2548,2025-08-28,4,73.57,In-Store,73.57
313,158,2558,2024-12-22,3,126.55,Online,126.55
314,111,2615,2024-12-16,2,243.55,In-Store,243.55
315,184,2856,2025-01-09,5,195.07,In-Store,195.07
316,142,2981,2024-05-31,2,248.84,Online,248.84
317,169,2065,2023-11-18,2,167.77,In-Store,167.77
318,142,2829,2023-02-21,4,248.84,In-Store,248.84
319,116,2668,2024-04-25,5,98.84,In-Store,98.84
320,176,2490,2023-12-15,3,78.4,Online,78.4
321,143,2888,2023-10-28,1,39.04,Online,39.04
322,153,2776,2023-05-28,1,55.98,In-Store,55.98
323,155,2677,2025-05-16,2,219.88,In-Store,219.88
324,131,2314,2024-07-17,2,114.34,Online,114.34
325,103,2992,2023-11-06,1,111.26,In-Store,111.26
326,200,2452,2023-10-30,3,241.01,In-Store,241.01
327,167,2241,2024-10-04,4,235.98,In-Store,235.98
328,111,2348,2025-06-09,1,243.55,In-Store,243.55
329,186,2043,2023-05-18,2,28.06,Online,28.06
330,131,2881,2025-03-31,4,114.34,Online,114.34
331,146,2726,2025-07-18,4,26.18,Online,26.18
332,115,2623,2023-08-16,3,101.23,In-Store,101.23
333,179,2291,2024-03-14,1,37.7,Online,37.7
334,134,2589,2025-04-21,4,99.74,Online,99.74
335,168,2062,2025-11-14,1,152.68,Online,152.68
336,166,2787,2024-09-09,1,152.81,Online,152.81
337,144,2126,2025-12-01,4,15.05,In-Store,15.05
338,143,2845,2024-05-09,2,39.04,Online,39.04
339,194,2109,2025-11-17,5,216.06,Online,216.06
340,189,2151,2024-12-26,4,60.42,In-Store,60.42
341,129,2123,2023-04-27,3,216.59,Online,216.59
342,127,2245,2024-12-18,1,200.1,Online,200.1
343,130,2931,2025-10-21,4,190.21,In-Store,190.21
344,131,2333,2023-06-19,2,114.34,In-Store,114.34
345,167,2565,2023-06-25,4,235.98,Online,235.98
346,140,2118,2023-01-25,1,136.64,In-Store,136.64
347,154,2608,2024-10-21,3,111.25,Online,111.25
348,176,2472,2024-11-05,2,78.4,In-Store,78.4
349,191,2282,2022-09-29,5,217.51,In-Store,217.51
350,171,2901,2025-08-01,1,104.99,Online,104.99
351,167,2392,2024-06-13,2,235.98,Online,235.98
352,175,2372,2023-12-24,4,233.98,Online,233.98
353,114,2230,2024-04-18,5,195.54,In-Store,195.54
354,138,2911,2025-02-13,2,185.66,Online,185.66
355,103,2009,2025-08-03,4,111.26,In-Store,111.26
356,164,2401,2025-11-25,2,22.03,In-Store,22.03
357,166,2954,2023-10-09,4,152.81,In-Store,152.81
358,124,2173,2025-03-06,3,112.82,In-Store,112.82
359,138,2585,2023-02-18,5,185.66,Online,185.66
360,141,2036,2025-05-17,3,232.94,In-Store,232.94
361,187,2849,2025-09-23,4,149.8,In-Store,149.8
362,165,2774,2025-10-07,5,240.59,Online,240.59
363,113,2412,2022-06-07,5,56.15,Online,56.15
364,135,2323,2024-06-20,3,87.8,In-Store,87.8
365,111,2738,2025-11-07,3,243.55,In-Store,243.55
366,138,2774,2024-02-02,5,185.66,In-Store,185.66
367,154,2879,2025-11-10,2,111.25,Online,111.25
368,180,2522,2025-12-01,3,77.62,Online,77.62
369,107,2690,2024-12-29,1,177.55,In-Store,177.55
370,166,2531,2023-12-31,5,152.81,In-Store,152.81
371,131,2548,2025-02-16,2,114.34,In-Store,114.34
372,135,2668,2024-06-16,4,87.8,In-Store,87.8
373,154,2947,2025-02-01,1,111.25,Online,111.25
374,171,2560,2023-12-24,2,104.99,Online,104.99
375,197,2652,2023-02-11,2,217.44,Online,217.44
376,128,2489,2025-02-02,2,101.59,Online,101.59
377,161,2821,2022-03-09,5,177.18,In-Store,177.18
378,145,2482,2025-11-14,4,62.85,In-Store,62.85
379,139,2855,2022-08-26,3,168.34,Online,168.34
380,173,2308,2024-09-01,1,159.08,Online,159.08
381,171,2640,2025-09-21,1,104.99,In-Store,104.99
382,144,2504,2024-07-09,3,15.05,In-Store,15.05
383,191,2037,2025-05-22,1,217.51,In-Store,217.51
384,178,2273,2025-10-28,1,81.85,Online,81.85
385,179,2465,2024-05-02,1,37.7,Online,37.7
386,122,2494,2025-01-23,1,167.31,Online,167.31
387,144,2301,2025-12-20,2,15.05,In-Store,15.05
388,168,2378,2024-04-07,2,152.68,Online,152.68
389,160,2538,2024-12-22,2,232.36,In-Store,232.36
390,113,2664,2022-12-04,5,56.15,In-Store,56.15
391,173,2987,2025-10-27,4,159.08,Online,159.08
392,115,2321,2023-09-18,2,101.23,In-Store,101.23
393,117,2645,2025-07-25,3,156.19,Online,156.19
394,156,2147,2025-08-19,5,22.14,In-Store,22.14
395,195,2141,2024-08-29,3,93.92,In-Store,93.92
396,131,2552,2025-02-28,4,114.34,In-Store,114.34
397,122,2174,2025-12-10,3,167.31,Online,167.31
398,142,2928,2025-11-18,5,248.84,Online,248.84
399,128,2911,2024-10-06,5,101.59,In-Store,101.59
400,123,2323,2024-03-20,4,73.57,In-Store,73.57
401,162,2605,2024-08-12,1,55.58,Online,55.58
402,200,2378,2024-07-13,5,241.01,Online,241.01
403,182,2210,2025-01-17,2,227.28,In-Store,227.28
404,110,2172,2023-09-03,3,73.49,Online,73.49
405,170,2930,2024-04-09,3,59.02,Online,59.02
406,157,2037,2025-02-16,5,232.33,Online,232.33
407,116,2464,2024-12-16,1,98.84,In-Store,98.84
408,156,2351,2024-07-27,2,22.14,Online,22.14
409,154,2850,2023-09-06,3,111.25,Online,111.25
410,186,2520,2025-04-19,3,28.06,In-Store,28.06
411,200,2517,2024-05-14,5,241.01,In-Store,241.01
412,145,2062,2025-08-20,2,62.85,Online,62.85
413,128,2906,2024-07-15,4,101.59,Online,101.59
414,196,2535,2025-07-21,5,168.41,Online,168.41
415,171,2215,2025-09-17,3,104.99,Online,104.99
416,149,2024,2025-12-05,5,198.31,In-Store,198.31
417,181,2911,2023-02-06,1,175.0,In-Store,175.0
418,191,2105,2024-08-04,4,217.51,In-Store,217.51
419,193,2788,2025-12-07,1,74.03,Online,74.03
420,108,2488,2025-12-25,5,61.68,Online,61.68
421,175,2204,2025-09-03,4,233.98,Online,233.98
422,112,2985,2024-02-08,5,80.36,Online,80.36
423,127,2458,2024-09-10,5,200.1,Online,200.1
424,154,2806,2024-12-17,5,111.25,Online,111.25
425,172,2395,2024-02-14,1,232.96,In-Store,232.96
426,174,2634,2024-11-06,5,139.03,Online,139.03
427,189,2284,2025-02-23,4,60.42,In-Store,60.42
428,149,2846,2025-06-04,2,198.31,Online,198.31
429,160,2702,2025-02-04,1,232.36,In-Store,232.36
430,113,2136,2025-07-04,1,56.15,In-Store,56.15
431,159,2809,2025-03-08,1,49.51,In-Store,49.51
432,130,2587,2025-08-16,4,190.21,Online,190.21
433,133,2474,2024-05-24,4,212.0,Online,212.0
434,199,2764,2025-11-25,4,37.68,Online,37.68
435,186,2974,2025-10-26,2,28.06,Online,28.06
436,106,2031,2023-10-21,3,117.81,In-Store,117.81
437,106,2515,2025-01-16,5,117.81,Online,117.81
438,112,2646,2023-08-08,4,80.36,In-Store,80.36
439,190,2204,2024-03-02,3,197.23,Online,197.23
440,153,2294,2025-02-04,3,55.98,Online,55.98
441,127,2445,2025-10-08,3,200.1,Online,200.1
442,192,2865,2024-04-24,5,53.05,In-Store,53.05
443,101,2767,2025-08-02,2,187.97,In-Store,187.97
444,171,2571,2024-05-07,2,104.99,Online,104.99
445,198,2761,2024-09-15,2,105.92,Online,105.92
446,159,2234,2024-09-08,1,49.51,Online,49.51
447,191,2536,2024-10-03,3,217.51,Online,217.51
448,148,2599,2024-08-05,1,139.42,In-Store,139.42
449,174,2781,2025-03-30,4,139.03,Online,139.03
450,111,2463,2024-07-10,2,243.55,Online,243.55
451,134,2599,2024-03-15,5,99.74,In-Store,99.74
452,169,2972,2024-12-06,4,167.77,Online,167.77
453,139,2432,2025-11-29,1,168.34,In-Store,168.34
454,138,2577,2025-10-06,5,185.66,Online,185.66
455,106,2101,2024-08-13,2,117.81,Online,117.81
456,138,2981,2023-09-10,2,185.66,In-Store,185.66
457,125,2583,2022-06-11,4,62.64,Online,62.64
458,138,2871,2024-08-30,4,185.66,In-Store,185.66
459,152,2093,2025-12-27,3,106.63,Online,106.63
460,173,2724,2023-02-03,3,159.08,In-Store,159.08
461,188,2072,2024-08-20,4,20.04,Online,20.04
462,146,2582,2025-05-27,4,26.18,Online,26.18
463,142,2882,2024-06-25,2,248.84,In-Store,248.84
464,116,2057,2025-04-26,1,98.84,Online,98.84
465,112,2979,2025-03-16,5,80.36,In-Store,80.36
466,116,2710,2023-12-09,4,98.84,In-Store,98.84
467,191,2098,2024-07-28,1,217.51,In-Store,217.51
468,181,2835,2025-09-17,3,175.0,In-Store,175.0
469,115,2296,2025-10-30,3,101.23,Online,101.23
470,177,2790,2025-12-20,5,246.12,In-Store,246.12
471,184,2960,2022-11-13,3,195.07,In-Store,195.07
472,133,2325,2022-06-07,5,212.0,In-Store,212.0
473,136,2726,2025-02-05,2,220.89,In-Store,220.89
474,131,2243,2025-05-07,2,114.34,Online,114.34
475,138,2079,2025-05-30,4,185.66,Online,185.66
476,133,2020,2025-06-29,2,212.0,Online,212.0
477,199,2452,2025-01-01,3,37.68,In-Store,37.68
478,172,2475,2025-03-07,5,232.96,Online,232.96
479,117,2607,2023-12-30,2,156.19,Online,156.19
480,157,2909,2024-02-09,3,232.33,Online,232.33
481,160,2455,2025-01-21,2,232.36,Online,232.36
482,180,2715,2025-02-14,1,77.62,Online,77.62
483,199,2236,2025-02-07,3,37.68,Online,37.68
484,145,2758,2025-09-03,1,62.85,In-Store,62.85
485,119,2907,2025-05-06,4,212.28,In-Store,212.28
486,159,2943,2025-01-18,3,49.51,Online,49.51
487,117,2459,2025-06-26,2,156.19,Online,156.19
488,121,2569,2024-04-22,2,60.64,Online,60.64
489,106,2676,2025-04-26,5,117.81,Online,117.81
490,117,2975,2024-03-24,2,156.19,Online,156.19
491,167,2263,2024-08-28,1,235.98,In-Store,235.98
492,123,2534,2023-01-03,5,73.57,In-Store,73.57
493,176,2470,2024-08-18,2,78.4,In-Store,78.4
494,165,2527,2025-05-31,4,240.59,Online,240.59
495,132,2749,2022-12-21,2,243.25,Online,243.25
496,119,2963,2023-02-12,4,212.28,Online,212.28
